,Unnamed:_0,Employee_ID,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
443,443,EMP0444,Male,Service,No,5,2,8.2,0.7
444,444,EMP0445,Female,Service,Yes,0,5,0.7,0.17
445,445,EMP0446,Female,Product,Yes,3,1,7.9,0.43
446,446,EMP0447,Female,Service,Yes,5,10,6.0,0.72
447,447,EMP0448,Female,Service,No,0,4,5.7,0.49
448,448,EMP0449,Male,Product,Yes,4,10,4.6,0.59
449,449,EMP0450,Male,Service,Yes,0,5,2.8,0.26
450,450,EMP0451,Female,Service,Yes,1,2,4.6,0.27
451,451,EMP0452,Female,Service,Yes,4,5,4.5,0.45
452,452,EMP0453,Male,Service,Yes,3,10,5.8,0.66
453,453,EMP0454,Female,Service,Yes,4,4,2.8,0.37
454,454,EMP0455,Male,Service,No,4,8,0.8,0.55
455,455,EMP0456,Male,Service,Yes,3,1,1.5,0.2
456,456,EMP0457,Male,Service,Yes,3,5,7.0,0.57
457,457,EMP0458,Male,Service,Yes,5,10,0.2,0.51
458,458,EMP0459,Male,Product,No,1,1,8.6,0.55
459,459,EMP0460,Male,Service,No,3,10,6.9,0.84
460,460,EMP0461,Male,Product,No,2,10,7.7,0.75
461,461,EMP0462,Female,Product,Yes,2,4,8.4,0.5
462,462,EMP0463,Female,Product,Yes,1,8,1.2,0.29
463,463,EMP0464,Female,Service,Yes,0,1,8.2,0.38
464,464,EMP0465,Female,Service,Yes,0,2,5.0,0.23
465,465,EMP0466,Male,Service,Yes,2,1,8.9,0.49
466,466,EMP0467,Male,Service,No,3,7,8.9,0.81
467,467,EMP0468,Female,Service,No,1,2,0.2,0.19
468,468,EMP0469,Male,Service,No,0,1,3.8,0.31
469,469,EMP0470,Female,Service,Yes,0,6,5.3,0.37
470,470,EMP0471,Male,Product,No,4,6,6.8,0.69
471,471,EMP0472,Female,Product,Yes,2,10,2.9,0.45
472,472,EMP0473,Male,Service,Yes,3,2,2.5,0.27
473,473,EMP0474,Female,Service,No,1,1,3.8,0.33
474,474,EMP0475,Male,Product,Yes,0,10,5.0,0.45
475,475,EMP0476,Female,Product,Yes,4,3,9.5,0.56
476,476,EMP0477,Male,Service,Yes,2,10,7.6,0.7
477,477,EMP0478,Female,Product,No,2,5,4.3,0.41
478,478,EMP0479,Female,Service,No,1,6,0.5,0.36
479,479,EMP0480,Male,Service,Yes,0,3,1.7,0.16
480,480,EMP0481,Female,Product,No,1,9,4.6,0.58
481,481,EMP0482,Female,Product,Yes,1,5,8.1,0.47
482,482,EMP0483,Male,Service,Yes,5,2,3.8,0.42
483,483,EMP0484,Female,Service,No,4,10,5.4,0.81
484,484,EMP0485,Female,Service,No,2,6,8.9,0.77
485,485,EMP0486,Female,Service,No,5,8,9.1,0.98
486,486,EMP0487,Male,Product,Yes,3,6,2.2,0.32
487,487,EMP0488,Male,Service,No,2,4,0.4,0.33
488,488,EMP0489,Female,Service,No,2,6,3.1,0.53
489,489,EMP0490,Female,Service,No,4,8,7.0,0.8
490,490,EMP0491,Male,Product,Yes,3,8,9.5,0.69
491,491,EMP0492,Female,Service,No,0,10,0.8,0.46
492,492,EMP0493,Male,Service,Yes,3,2,0.3,0.17
493,493,EMP0494,Male,Product,Yes,0,8,8.8,0.55
494,494,EMP0495,Male,Product,Yes,3,6,7.5,0.56
495,495,EMP0496,Male,Service,Yes,1,2,9.9,0.48
496,496,EMP0497,Female,Product,Yes,3,1,4.0,0.28
497,497,EMP0498,Male,Product,No,5,6,4.2,0.61
498,498,EMP0499,Female,Product,Yes,5,7,1.7,0.39
499,499,EMP0500,Female,Service,No,4,10,1.2,0.65
500,500,EMP0501,Female,Service,Yes,0,5,5.8,0.39
501,501,EMP0502,Male,Service,Yes,2,10,3.6,0.53
502,502,EMP0503,Male,Product,Yes,4,8,0.8,0.35
503,503,EMP0504,Female,Service,Yes,5,9,8.9,0.86
504,504,EMP0505,Female,Service,Yes,5,4,2.0,0.38
505,505,EMP0506,Male,Service,Yes,0,7,7.5,0.52
506,506,EMP0507,Female,Service,Yes,5,8,2.8,0.56
507,507,EMP0508,Female,Product,Yes,5,6,8.1,0.67
508,508,EMP0509,Female,Service,Yes,0,2,1.2,0.13
509,509,EMP0510,Female,Product,Yes,5,7,7.6,0.67
510,510,EMP0511,Female,Service,Yes,2,9,1.0,0.4
511,511,EMP0512,Male,Product,No,1,5,4.5,0.43
512,512,EMP0513,Female,Product,No,4,2,7.3,0.59
513,513,EMP0514,Female,Product,No,2,4,1.7,0.33
514,514,EMP0515,Male,Service,Yes,2,3,2.9,0.29
515,515,EMP0516,Male,Product,No,1,4,8.6,0.55
516,516,EMP0517,Male,Service,No,4,10,8.9,0.94
517,517,EMP0518,Female,Product,No,2,7,0.4,0.36
518,518,EMP0519,Female,Product,Yes,5,10,1.7,0.5
519,519,EMP0520,Male,Service,No,1,8,1.2,0.49
520,520,EMP0521,Female,Product,No,4,1,1.8,0.32
521,521,EMP0522,Male,Product,Yes,3,8,9.7,0.69
522,522,EMP0523,Female,Service,No,0,5,5.5,0.49
523,523,EMP0524,Female,Product,Yes,5,7,4.7,0.56
524,524,EMP0525,Female,Product,Yes,1,1,9.8,0.41
525,525,EMP0526,Male,Product,Yes,0,2,5.6,0.25
526,526,EMP0527,Male,Service,No,3,1,6.6,0.54
527,527,EMP0528,Male,Service,Yes,2,5,3.3,0.36
528,528,EMP0529,Male,Service,Yes,2,6,3.8,0.4
529,529,EMP0530,Female,Service,Yes,4,10,5.9,0.64
530,530,EMP0531,Female,Product,Yes,1,9,0.7,0.28
531,531,EMP0532,Female,Product,Yes,1,8,2.6,0.3
532,532,EMP0533,Female,Service,No,4,7,2.0,0.54
533,533,EMP0534,Female,Product,No,0,5,0.2,0.22
534,534,EMP0535,Female,Product,Yes,2,3,5.4,0.34
535,535,EMP0536,Female,Product,Yes,2,9,5.6,0.49
536,536,EMP0537,Female,Product,Yes,1,5,3.8,0.3
537,537,EMP0538,Male,Service,No,1,3,2.7,0.34
538,538,EMP0539,Male,Product,Yes,4,3,6.5,0.46
539,539,EMP0540,Male,Service,Yes,3,3,1.3,0.26
540,540,EMP0541,Female,Product,Yes,0,6,5.2,0.33
541,541,EMP0542,Female,Service,No,5,1,7.7,0.66
542,542,EMP0543,Male,Product,No,3,4,1.6,0.35
543,543,EMP0544,Female,Product,No,3,8,7.5,0.74
544,544,EMP0545,Female,Service,No,1,3,7.6,0.57
545,545,EMP0546,Male,Service,Yes,1,5,0.6,0.19
546,546,EMP0547,Male,Product,Yes,1,2,0.2,0.01
547,547,EMP0548,Female,Product,Yes,3,2,9.7,0.54
548,548,EMP0549,Male,Product,Yes,0,7,1.9,0.23
549,549,EMP0550,Female,Product,Yes,1,10,8.2,0.64
550,550,EMP0551,Male,Product,Yes,2,3,5.6,0.32
551,551,EMP0552,Female,Service,Yes,0,5,2.6,0.24
552,552,EMP0553,Female,Product,No,2,3,1.3,0.25
553,553,EMP0554,Female,Product,No,0,6,5.0,0.45
554,554,EMP0555,Female,Service,No,1,10,4.1,0.64
555,555,EMP0556,Male,Service,No,5,3,7.0,0.68
556,556,EMP0557,Male,Service,Yes,4,8,9.0,0.8
557,557,EMP0558,Male,Product,No,1,2,8.1,0.49
558,558,EMP0559,Female,Product,Yes,3,3,2.7,0.25
559,559,EMP0560,Female,Service,No,5,8,8.8,0.91
560,560,EMP0561,Female,Product,Yes,3,8,8.3,0.63
561,561,EMP0562,Male,Product,No,0,1,9.3,0.48
562,562,EMP0563,Male,Service,Yes,3,8,4.6,0.53
563,563,EMP0564,Male,Service,Yes,5,10,7.7,0.81
564,564,EMP0565,Male,Service,No,5,2,5.9,0.62
565,565,EMP0566,Female,Product,Yes,1,7,3.1,0.33
566,566,EMP0567,Male,Product,No,2,6,9.9,0.72
567,567,EMP0568,Male,Service,No,1,2,0.4,0.23
568,568,EMP0569,Female,Product,No,0,5,1.6,0.27
569,569,EMP0570,Male,Service,No,3,7,8.9,0.79
570,570,EMP0571,Male,Service,No,2,8,0.6,0.44
571,571,EMP0572,Female,Service,Yes,4,3,8.9,0.62
572,572,EMP0573,Male,Product,No,5,1,7.2,0.55
573,573,EMP0574,Female,Product,No,2,7,0.4,0.36
574,574,EMP0575,Female,Service,No,2,5,4.3,0.49
575,575,EMP0576,Female,Service,Yes,1,5,7.5,0.5
576,576,EMP0577,Male,Service,No,4,7,5.8,0.69
577,577,EMP0578,Female,Product,No,5,1,9.4,0.66
578,578,EMP0579,Male,Product,No,0,8,8.7,0.66
579,579,EMP0580,Male,Service,Yes,0,10,3.3,0.44
580,580,EMP0581,Male,Service,Yes,2,5,0.8,0.25
581,581,EMP0582,Female,Service,Yes,2,8,9.4,0.69
582,582,EMP0583,Male,Product,No,3,10,5.2,0.67
583,583,EMP0584,Male,Service,No,4,10,0.7,0.57
584,584,EMP0585,Female,Service,Yes,5,5,8.2,0.68
585,585,EMP0586,Male,Service,Yes,2,7,8.7,0.66
586,586,EMP0587,Male,Product,Yes,3,10,6.4,0.63
587,587,EMP0588,Male,Product,Yes,4,3,4.5,0.35
588,588,EMP0589,Male,Service,No,5,2,6.6,0.61
589,589,EMP0590,Male,Product,No,0,6,7.1,0.54
590,590,EMP0591,Male,Service,Yes,3,5,8.9,0.64
591,591,EMP0592,Female,Service,Yes,4,9,9.6,0.81
592,592,EMP0593,Male,Product,Yes,3,10,5.1,0.55
593,593,EMP0594,Male,Service,No,2,4,8.0,0.66
594,594,EMP0595,Female,Product,Yes,1,3,9.6,0.47
595,595,EMP0596,Male,Service,Yes,0,9,1.5,0.35
596,596,EMP0597,Female,Service,Yes,2,8,0.2,0.35
597,597,EMP0598,Male,Product,No,2,6,8.7,0.66
598,598,EMP0599,Male,Product,No,4,1,2.0,0.31
599,599,EMP0600,Male,Product,No,3,10,0.4,0.49
600,600,EMP0601,Male,Product,Yes,0,1,1.6,0.03
601,601,EMP0602,Male,Service,Yes,2,6,3.8,0.43
602,602,EMP0603,Male,Service,Yes,4,3,2.2,0.34
603,603,EMP0604,Male,Product,No,0,3,3.1,0.3
604,604,EMP0605,Male,Product,Yes,3,6,9.8,0.65
605,605,EMP0606,Male,Product,Yes,2,3,7.0,0.38
606,606,EMP0607,Male,Service,No,5,10,7.1,0.95
607,607,EMP0608,Male,Product,No,2,6,0.9,0.35
608,608,EMP0609,Male,Service,Yes,2,5,7.3,0.53
609,609,EMP0610,Female,Service,Yes,0,4,7.4,0.41
610,610,EMP0611,Male,Service,Yes,0,8,6.6,0.52
611,611,EMP0612,Female,Product,No,0,2,2.3,0.23
612,612,EMP0613,Female,Service,No,0,7,4.2,0.5
613,613,EMP0614,Male,Product,Yes,4,4,8.5,0.56
614,614,EMP0615,Female,Product,Yes,1,2,6.7,0.32
615,615,EMP0616,Female,Service,No,4,7,7.3,0.8
616,616,EMP0617,Male,Service,No,2,1,5.9,0.47
617,617,EMP0618,Male,Product,Yes,4,4,4.5,0.38
618,618,EMP0619,Female,Product,Yes,3,9,7.6,0.63
619,619,EMP0620,Female,Product,Yes,5,4,0.7,0.24
620,620,EMP0621,Male,Product,Yes,0,3,6.7,0.29
621,621,EMP0622,Male,Product,No,3,10,10.0,0.89
622,622,EMP0623,Male,Product,No,5,10,7.8,0.85
623,623,EMP0624,Male,Service,No,3,2,2.9,0.43
624,624,EMP0625,Female,Service,Yes,2,3,2.8,0.28
625,625,EMP0626,Male,Service,No,0,1,6.7,0.43
626,626,EMP0627,Male,Service,Yes,3,10,9.0,0.82
627,627,EMP0628,Female,Product,Yes,2,8,5.8,0.51
628,628,EMP0629,Male,Service,Yes,0,1,5.3,0.23
629,629,EMP0630,Male,Service,Yes,1,3,1.6,0.21
630,630,EMP0631,Female,Service,No,2,3,7.2,0.61
631,631,EMP0632,Female,Service,Yes,4,2,7.0,0.48
632,632,EMP0633,Male,Service,Yes,0,5,9.7,0.58
633,633,EMP0634,Male,Service,Yes,3,10,3.0,0.53
634,634,EMP0635,Male,Product,Yes,5,3,7.6,0.55
635,635,EMP0636,Male,Service,Yes,3,3,4.3,0.37
636,636,EMP0637,Male,Service,Yes,4,8,5.6,0.61
637,637,EMP0638,Male,Service,No,4,4,8.2,0.73
638,638,EMP0639,Male,Service,Yes,3,4,2.2,0.3
639,639,EMP0640,Male,Product,Yes,5,3,3.4,0.32
640,640,EMP0641,Male,Product,Yes,0,1,7.7,0.24
641,641,EMP0642,Male,Service,No,2,8,5.7,0.66
642,642,EMP0643,Male,Service,Yes,4,1,0.9,0.25
643,643,EMP0644,Male,Service,Yes,4,7,4.3,0.55
644,644,EMP0645,Male,Product,Yes,4,5,5.9,0.52
645,645,EMP0646,Female,Product,Yes,5,4,9.1,0.62
646,646,EMP0647,Female,Service,Yes,1,4,1.9,0.22
647,647,EMP0648,Female,Service,No,5,8,8.1,0.92
648,648,EMP0649,Female,Service,No,0,6,1.3,0.36
649,649,EMP0650,Male,Service,Yes,0,1,2.4,0.1
650,650,EMP0651,Male,Service,No,0,10,2.4,0.53
651,651,EMP0652,Male,Product,No,0,8,8.8,0.7
652,652,EMP0653,Female,Service,Yes,0,2,2.0,0.11
653,653,EMP0654,Female,Product,Yes,3,6,7.9,0.57
654,654,EMP0655,Male,Product,Yes,4,9,4.6,0.52
655,655,EMP0656,Male,Service,Yes,5,1,10.0,0.66
656,656,EMP0657,Male,Service,No,3,6,8.4,0.77
657,657,EMP0658,Male,Product,No,5,8,7.4,0.81
658,658,EMP0659,Female,Service,No,1,10,8.7,0.83
659,659,EMP0660,Female,Product,No,2,2,6.3,0.42
660,660,EMP0661,Male,Product,Yes,4,5,8.4,0.58
661,661,EMP0662,Female,Product,Yes,1,6,2.6,0.28
662,662,EMP0663,Female,Product,No,3,5,1.0,0.39
663,663,EMP0664,Male,Service,Yes,2,3,6.2,0.43
664,664,EMP0665,Male,Product,No,1,4,4.3,0.38
665,665,EMP0666,Male,Service,No,5,7,4.3,0.71
666,666,EMP0667,Male,Service,No,2,4,5.3,0.55
667,667,EMP0668,Male,Product,No,5,9,3.6,0.67
668,668,EMP0669,Male,Service,Yes,1,10,6.3,0.61
669,669,EMP0670,Male,Product,No,3,2,0.3,0.24
670,670,EMP0671,Male,Service,No,5,5,9.7,0.87
671,671,EMP0672,Female,Product,Yes,2,8,9.2,0.65
672,672,EMP0673,Male,Product,No,1,5,9.4,0.68
673,673,EMP0674,Male,Product,Yes,5,10,3.7,0.54
674,674,EMP0675,Male,Product,No,3,8,5.3,0.63
675,675,EMP0676,Female,Product,Yes,4,8,9.5,0.71
676,676,EMP0677,Male,Service,Yes,3,9,9.0,0.79
677,677,EMP0678,Male,Service,Yes,3,10,7.9,0.75
678,678,EMP0679,Female,Service,No,4,6,4.1,0.63
679,679,EMP0680,Female,Service,Yes,3,4,5.6,0.49
680,680,EMP0681,Female,Product,Yes,4,3,7.9,0.49
681,681,EMP0682,Male,Product,Yes,4,5,2.7,0.34
682,682,EMP0683,Male,Product,No,5,6,6.3,0.72
683,683,EMP0684,Female,Product,Yes,5,3,8.3,0.54
684,684,EMP0685,Female,Service,Yes,4,2,7.1,0.49
685,685,EMP0686,Female,Service,No,1,7,4.8,0.54
686,686,EMP0687,Female,Product,Yes,2,5,5.8,0.43
687,687,EMP0688,Male,Product,No,1,9,9.9,0.78
688,688,EMP0689,Female,Service,Yes,4,3,6.0,0.49
689,689,EMP0690,Male,Service,No,2,8,7.9,0.79
690,690,EMP0691,Male,Product,Yes,5,6,7.3,0.6
691,691,EMP0692,Male,Service,Yes,2,4,7.0,0.45
692,692,EMP0693,Male,Service,No,4,9,7.2,0.84
693,693,EMP0694,Male,Product,Yes,5,5,4.5,0.46
694,694,EMP0695,Male,Product,No,2,10,4.7,0.63
695,695,EMP0696,Female,Service,Yes,2,6,4.7,0.45
696,696,EMP0697,Male,Service,Yes,1,9,0.3,0.31
697,697,EMP0698,Female,Service,Yes,2,7,2.4,0.37
698,698,EMP0699,Male,Product,No,4,5,1.5,0.42
699,699,EMP0700,Male,Product,Yes,0,2,8.9,0.36
700,700,EMP0701,Male,Service,Yes,0,4,2.7,0.23
701,701,EMP0702,Male,Service,Yes,0,2,1.4,0.1
702,702,EMP0703,Male,Product,Yes,4,3,1.2,0.22
703,703,EMP0704,Male,Service,Yes,0,10,7.0,0.62
704,704,EMP0705,Male,Service,No,1,3,0.1,0.27
705,705,EMP0706,Female,Service,Yes,4,4,4.7,0.49
706,706,EMP0707,Male,Service,No,5,6,1.2,0.53
707,707,EMP0708,Female,Service,Yes,4,3,8.5,0.59
708,708,EMP0709,Male,Product,No,4,10,9.6,0.9
709,709,EMP0710,Female,Service,No,2,1,9.6,0.62
710,710,EMP0711,Female,Product,Yes,2,1,4.4,0.22
711,711,EMP0712,Female,Service,No,2,9,6.4,0.73
712,712,EMP0713,Male,Product,Yes,3,9,6.0,0.56
713,713,EMP0714,Male,Service,No,1,5,3.5,0.42
714,714,EMP0715,Male,Product,No,4,9,4.4,0.64
715,715,EMP0716,Female,Product,Yes,4,7,0.6,0.32
716,716,EMP0717,Female,Product,Yes,2,9,8.0,0.62
717,717,EMP0718,Female,Product,Yes,4,7,2.4,0.4
718,718,EMP0719,Male,Service,Yes,5,9,4.6,0.64
719,719,EMP0720,Female,Service,Yes,4,2,4.8,0.4
720,720,EMP0721,Female,Service,Yes,0,8,5.6,0.5
721,721,EMP0722,Male,Product,Yes,5,7,8.2,0.68
722,722,EMP0723,Male,Product,No,5,6,6.9,0.71
723,723,EMP0724,Female,Product,Yes,4,5,6.6,0.49
724,724,EMP0725,Female,Product,Yes,3,4,5.3,0.4
725,725,EMP0726,Female,Service,No,2,7,1.0,0.41
726,726,EMP0727,Male,Product,Yes,1,3,4.0,0.21
727,727,EMP0728,Female,Product,Yes,1,8,9.6,0.63
728,728,EMP0729,Male,Product,Yes,0,2,10.0,0.38
729,729,EMP0730,Male,Product,No,1,1,7.3,0.42
730,730,EMP0731,Male,Service,No,1,2,2.3,0.31
731,731,EMP0732,Female,Service,Yes,2,9,1.0,0.38
732,732,EMP0733,Female,Product,No,2,5,4.1,0.44
733,733,EMP0734,Male,Product,Yes,3,8,8.6,0.64
734,734,EMP0735,Male,Product,No,0,3,7.2,0.47
735,735,EMP0736,Female,Product,No,1,7,8.8,0.72
736,736,EMP0737,Male,Product,No,3,2,6.2,0.49
737,737,EMP0738,Female,Service,Yes,0,8,1.3,0.25
738,738,EMP0739,Male,Service,Yes,5,7,1.1,0.45
739,739,EMP0740,Male,Service,Yes,1,5,0.5,0.19
740,740,EMP0741,Male,Product,No,1,4,5.7,0.44
741,741,EMP0742,Male,Product,Yes,2,1,2.4,0.12
742,742,EMP0743,Female,Service,No,4,5,7.3,0.71
743,743,EMP0744,Male,Service,No,0,9,6.9,0.66
744,744,EMP0745,Male,Service,Yes,1,10,3.2,0.47
745,745,EMP0746,Female,Product,No,0,4,1.8,0.28
746,746,EMP0747,Male,Service,No,3,9,1.0,0.52
747,747,EMP0748,Male,Product,No,3,2,7.4,0.57
748,748,EMP0749,Female,Service,No,4,4,4.5,0.58
749,749,EMP0750,Female,Service,No,1,9,3.2,0.56
750,750,EMP0751,Male,Service,Yes,2,4,8.6,0.55
751,751,EMP0752,Female,Product,No,1,5,5.9,0.48
752,752,EMP0753,Female,Service,Yes,0,8,5.2,0.46
753,753,EMP0754,Male,Product,No,5,1,7.4,0.59
754,754,EMP0755,Male,Product,No,3,1,8.2,0.5
755,755,EMP0756,Female,Product,Yes,0,9,6.9,0.55
756,756,EMP0757,Female,Service,No,4,9,4.4,0.69
757,757,EMP0758,Male,Product,Yes,3,4,3.8,0.31
758,758,EMP0759,Female,Product,Yes,2,2,7.7,0.35
759,759,EMP0760,Female,Service,Yes,3,9,5.2,0.6
760,760,EMP0761,Male,Product,No,5,4,7.0,0.65
761,761,EMP0762,Male,Service,No,1,6,8.9,0.71
762,762,EMP0763,Male,Product,No,5,1,9.2,0.67
763,763,EMP0764,Female,Product,Yes,5,9,2.8,0.5
764,764,EMP0765,Male,Service,No,1,5,1.9,0.39
765,765,EMP0766,Female,Product,No,3,3,2.6,0.34
766,766,EMP0767,Female,Service,Yes,4,4,7.5,0.58
767,767,EMP0768,Female,Service,Yes,1,1,3.7,0.2
768,768,EMP0769,Male,Service,Yes,1,9,1.7,0.37
769,769,EMP0770,Female,Service,No,2,8,1.0,0.48
770,770,EMP0771,Male,Product,No,3,4,3.3,0.42
771,771,EMP0772,Female,Product,No,1,2,1.4,0.21
772,772,EMP0773,Male,Service,Yes,4,9,1.6,0.46
773,773,EMP0774,Male,Service,No,0,4,6.8,0.55
774,774,EMP0775,Female,Service,Yes,3,9,0.2,0.4
775,775,EMP0776,Male,Service,Yes,2,10,1.2,0.42
776,776,EMP0777,Male,Service,No,5,3,8.4,0.75
777,777,EMP0778,Female,Service,Yes,1,7,8.4,0.6
778,778,EMP0779,Female,Product,No,4,7,3.3,0.58
779,779,EMP0780,Female,Service,Yes,3,10,0.9,0.46
780,780,EMP0781,Female,Service,No,4,4,7.0,0.7
781,781,EMP0782,Male,Product,Yes,4,2,3.6,0.28
782,782,EMP0783,Male,Service,Yes,5,9,0.5,0.48
783,783,EMP0784,Male,Service,Yes,2,4,1.6,0.28
784,784,EMP0785,Male,Service,Yes,3,8,1.4,0.39
785,785,EMP0786,Female,Product,No,1,2,5.9,0.38
786,786,EMP0787,Female,Product,Yes,2,8,9.0,0.64
787,787,EMP0788,Male,Service,No,1,10,7.9,0.77
788,788,EMP0789,Male,Service,No,0,5,5.5,0.47
789,789,EMP0790,Female,Product,Yes,4,7,4.2,0.49
790,790,EMP0791,Male,Product,Yes,0,7,6.2,0.43
791,791,EMP0792,Female,Service,No,4,9,4.4,0.7
792,792,EMP0793,Male,Product,No,5,3,2.5,0.41
793,793,EMP0794,Female,Service,No,2,10,6.8,0.77
794,794,EMP0795,Male,Service,Yes,1,4,8.7,0.55
795,795,EMP0796,Female,Product,No,5,10,3.7,0.69
796,796,EMP0797,Female,Service,Yes,1,4,8.4,0.51
797,797,EMP0798,Female,Product,No,2,10,4.3,0.62
798,798,EMP0799,Female,Product,No,3,5,4.0,0.49
799,799,EMP0800,Female,Service,Yes,0,6,0.3,0.21
800,800,EMP0801,Female,Product,Yes,0,3,7.0,0.31
801,801,EMP0802,Male,Service,Yes,1,4,8.1,0.5
802,802,EMP0803,Female,Service,Yes,1,3,6.6,0.41
803,803,EMP0804,Female,Product,No,1,2,1.5,0.21
804,804,EMP0805,Male,Product,Yes,2,10,1.0,0.33
805,805,EMP0806,Female,Product,Yes,3,9,5.7,0.53
806,806,EMP0807,Female,Product,Yes,0,1,4.0,0.1
807,807,EMP0808,Female,Product,No,5,2,4.3,0.5
808,808,EMP0809,Male,Product,No,4,8,9.7,0.85
809,809,EMP0810,Male,Service,Yes,2,7,7.2,0.6
810,810,EMP0811,Female,Service,Yes,0,1,4.1,0.2
811,811,EMP0812,Female,Service,No,3,5,0.2,0.37
812,812,EMP0813,Male,Service,No,2,10,0.3,0.49
813,813,EMP0814,Female,Product,Yes,5,6,6.8,0.59
814,814,EMP0815,Female,Product,Yes,0,5,8.4,0.44
815,815,EMP0816,Male,Service,Yes,2,4,7.1,0.5
816,816,EMP0817,Female,Service,Yes,0,1,4.1,0.19
817,817,EMP0818,Male,Product,Yes,0,7,0.3,0.14
818,818,EMP0819,Male,Service,No,3,9,9.7,0.92
819,819,EMP0820,Male,Service,Yes,4,6,9.9,0.77
820,820,EMP0821,Female,Service,No,3,3,5.5,0.52
821,821,EMP0822,Male,Product,Yes,0,10,0.7,0.25
822,822,EMP0823,Male,Service,No,2,4,5.4,0.55
823,823,EMP0824,Male,Service,No,5,10,8.9,0.99
824,824,EMP0825,Male,Service,Yes,3,5,6.8,0.56
825,825,EMP0826,Female,Service,Yes,4,1,7.2,0.47
826,826,EMP0827,Male,Service,No,0,5,0.8,0.27
827,827,EMP0828,Male,Service,Yes,5,1,1.1,0.28
828,828,EMP0829,Female,Product,Yes,3,9,1.3,0.39
829,829,EMP0830,Male,Service,Yes,3,7,9.0,0.7
830,830,EMP0831,Male,Service,No,3,3,5.3,0.53
831,831,EMP0832,Male,Service,Yes,3,9,7.9,0.71
832,832,EMP0833,Male,Product,No,5,2,1.2,0.35
833,833,EMP0834,Male,Product,Yes,2,7,9.3,0.61
834,834,EMP0835,Male,Service,No,4,9,8.2,0.89
835,835,EMP0836,Male,Service,Yes,4,6,2.2,0.45
836,836,EMP0837,Female,Service,No,0,10,8.7,0.81
837,837,EMP0838,Male,Service,Yes,1,5,2.6,0.27
838,838,EMP0839,Female,Service,No,2,7,2.1,0.49
839,839,EMP0840,Female,Service,No,0,6,2.6,0.4
840,840,EMP0841,Male,Service,Yes,0,5,9.1,0.54
841,841,EMP0842,Female,Service,Yes,3,2,9.2,0.56
842,842,EMP0843,Male,Service,Yes,1,8,3.3,0.47
843,843,EMP0844,Female,Product,Yes,1,7,7.1,0.49
844,844,EMP0845,Male,Service,No,2,6,6.8,0.66
845,845,EMP0846,Male,Service,Yes,1,5,8.1,0.56
846,846,EMP0847,Male,Product,Yes,0,5,3.0,0.21
847,847,EMP0848,Female,Product,No,1,9,5.1,0.56
848,848,EMP0849,Male,Product,Yes,1,1,6.7,0.28
849,849,EMP0850,Female,Product,Yes,4,9,0.3,0.38
850,850,EMP0851,Male,Product,Yes,0,6,3.8,0.28
851,851,EMP0852,Female,Product,No,5,4,7.0,0.68
852,852,EMP0853,Male,Service,No,1,10,2.5,0.57
853,853,EMP0854,Female,Service,No,1,7,9.6,0.78
854,854,EMP0855,Male,Product,Yes,3,9,0.3,0.3
855,855,EMP0856,Male,Product,No,1,5,9.6,0.68
856,856,EMP0857,Male,Service,Yes,1,5,2.2,0.27
857,857,EMP0858,Male,Product,Yes,4,8,0.5,0.32
858,858,EMP0859,Female,Service,Yes,0,7,2.9,0.38
859,859,EMP0860,Male,Service,Yes,2,8,7.9,0.68
860,860,EMP0861,Female,Service,Yes,0,10,7.5,0.61
861,861,EMP0862,Male,Product,Yes,3,2,2.1,0.15
862,862,EMP0863,Male,Service,Yes,0,9,2.0,0.34
863,863,EMP0864,Male,Product,Yes,1,3,6.4,0.36
864,864,EMP0865,Male,Service,No,3,6,4.6,0.61
865,865,EMP0866,Female,Service,Yes,0,6,7.9,0.49
866,866,EMP0867,Male,Product,No,3,2,0.2,0.25
867,867,EMP0868,Male,Product,Yes,2,7,6.1,0.48
868,868,EMP0869,Female,Product,No,0,9,7.3,0.63
869,869,EMP0870,Female,Service,Yes,5,10,9.9,0.9
870,870,EMP0871,Male,Product,Yes,1,1,6.8,0.31
871,871,EMP0872,Male,Service,Yes,3,8,2.3,0.45
872,872,EMP0873,Female,Product,No,5,2,1.1,0.32
873,873,EMP0874,Male,Service,No,5,1,6.4,0.61
874,874,EMP0875,Male,Service,Yes,4,8,5.2,0.61
875,875,EMP0876,Male,Service,Yes,3,2,9.0,0.54
876,876,EMP0877,Female,Service,No,5,6,7.3,0.79
877,877,EMP0878,Female,Product,No,4,6,5.1,0.59
878,878,EMP0879,Male,Product,Yes,5,5,4.0,0.43
879,879,EMP0880,Male,Service,Yes,1,8,4.0,0.45
880,880,EMP0881,Male,Product,Yes,2,3,2.3,0.19
881,881,EMP0882,Female,Product,No,4,10,0.2,0.52
882,882,EMP0883,Male,Product,Yes,2,4,5.7,0.36
883,883,EMP0884,Male,Product,No,3,7,2.1,0.48
884,884,EMP0885,Female,Product,Yes,1,7,2.1,0.29
885,885,EMP0886,Male,Service,Yes,4,8,1.3,0.44
886,886,EMP0887,Female,Product,Yes,3,2,1.9,0.19
887,887,EMP0888,Male,Service,No,5,2,0.3,0.38
888,888,EMP0889,Male,Product,No,0,4,6.7,0.45
